State,District,Year,Crop,Area,Production,Yield,Annual_Rainfall
Tamil Nadu,THOOTHUKUDI,2018,Coriander,1650.0,514.0,0.3115151515151515,718.5
Tamil Nadu,THOOTHUKUDI,2018,Dry chillies,11964.0,2605.0,0.21773654296222,718.5
Tamil Nadu,THOOTHUKUDI,2018,Sugarcane,37.0,3810.0,102.97297297297297,718.5
Tamil Nadu,THOOTHUKUDI,2018,Sweet potato,6.0,170.0,28.333333333333332,718.5
Tamil Nadu,THOOTHUKUDI,2018,Tapioca,9.0,315.0,35.0,718.5
Tamil Nadu,THOOTHUKUDI,2018,Turmeric,5.0,18.0,3.6,718.5
Tamil Nadu,THOOTHUKUDI,2019,Banana,8237.0,408553.0,49.599732912468134,928.3000000000001
Tamil Nadu,THOOTHUKUDI,2019,Cashewnut,487.0,350.0,0.7186858316221766,928.3000000000001
Tamil Nadu,THOOTHUKUDI,2019,Coconut,6191.0,26400000.0,4264.254563075432,928.3000000000001
Tamil Nadu,THOOTHUKUDI,2019,Coriander,2622.0,1548.0,0.5903890160183066,928.3000000000001
Tamil Nadu,THOOTHUKUDI,2019,Dry chillies,11067.0,4547.0,0.4108611186410048,928.3000000000001
Tamil Nadu,THOOTHUKUDI,2019,Sugarcane,26.0,2811.0,108.11538461538461,928.3000000000001
Tamil Nadu,THOOTHUKUDI,2019,Sweet potato,1.0,16.0,16.0,928.3000000000001
